rank,playlist,artist_name,track_name,track popularity,artist genre,acousticness,danceability,energy,instrumentalness,valence,track_id
6,Top Songs - Sweden,Arc North,Where You Are (Sávežan),68,covertronica,0.029,0.585,0.781,0.0,0.288,4zPqv04ddAFwk2Pgz3jC9U
7,Top Songs - Sweden,C.Gambino,G63,65,swedish gangsta rap,0.284,0.818,0.506,0.145,0.636,3pBTElvw1OK7pDDI3MR4qC
8,Top Songs - Sweden,Nordman,Släpp alla sorger,67,classic swedish pop,0.0837,0.481,0.827,0.0,0.397,4lGrF9Fk8wJ6nLgcuRdFre
9,Top Songs - Sweden,Dizzy,KURIRER,66,swedish drill,0.16,0.597,0.562,0.000528,0.169,7dLIb2FTMx0EKSAipHov7P
10,Top Songs - Sweden,Panetoz,On My Way,66,swedish pop,0.25,0.823,0.891,0.0,0.868,710xi8haZ3Os0wip67GcmY
1,Top Songs - Austria,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
2,Top Songs - Austria,Udo Lindenberg,Komet,82,german pop,0.285,0.55,0.5,0.0,0.351,7oQepKHmXDaPC3rgeLRvQu
3,Top Songs - Austria,AYLIVA,Sie weiß (feat. Mero),80,None,0.517,0.792,0.679,1.49e-05,0.204,7DyDjhZMEIK5Ied4juTCyc
4,Top Songs - Austria,David Guetta,I'm Good (Blue),93,big room,0.00383,0.561,0.965,7.07e-06,0.304,4uUG5RXrOk84mYEfFvj3cK
5,Top Songs - Austria,Luciano,Bamba (feat. Aitch & BIA),72,german drill,0.119,0.797,0.791,0.0,0.828,7sJNeWTXkZCEC7OnFMpGWL
6,Top Songs - Austria,Kwam.E,Hallow Kitty,72,german alternative rap,0.0243,0.933,0.522,0.0,0.624,3YONiGJ9VB9KvpXEHgLMjF
7,Top Songs - Austria,RIN,AMG,70,german cloud rap,0.0873,0.538,0.738,0.0,0.595,1cfRQnbM4Cf0xEt3mx2cQ6
8,Top Songs - Austria,Tom Odell,Another Love,61,chill pop,0.717,0.442,0.538,2.95e-05,0.139,7jtQIBanIiJOMS6RyCx6jZ
9,Top Songs - Austria,Nina Chuba,Wildberry Lillet,64,hamburg hip hop,0.0642,0.892,0.503,0.0,0.615,6LBmaJYwbLHfQwIreMCLlw
10,Top Songs - Austria,Eminem,Mockingbird,90,detroit hip hop,0.209,0.637,0.678,0.0,0.254,561jH07mF1jHuk7KlaeF0s
1,Top Songs - Turkey,Semicenk,Yana Yana,78,None,0.111,0.793,0.718,1.33e-06,0.557,7p0ODIG60DRkcTiVlJPgck
2,Top Songs - Turkey,Simge,Aşkın Olayım,78,deep turkish pop,0.23,0.556,0.582,0.0,0.561,4o4kbDP7DMVFPwAf5D5bj9
3,Top Songs - Turkey,Semicenk,Sevecek Sandım,75,None,0.36,0.839,0.633,0.0,0.592,7dWOeNUJfixlvUcpZD90YE
4,Top Songs - Turkey,BLOK3,AFFETMEM,78,new school turkce rap,0.586,0.646,0.685,1.78e-06,0.539,3WCrBnWabeuTk2wr6UwaYV
5,Top Songs - Turkey,Lvbel C5,NKBİ X YAPAMAM - Remix,78,turkce drill,0.0102,0.558,0.67,4.67e-06,0.277,4ist5GP5r7UDz9gdsiJmYd
6,Top Songs - Turkey,Heijan,İMPARATOR,77,new school turkce rap,0.125,0.849,0.548,0.00116,0.392,7lOGCEsmoHqai3PHS9kbTa
7,Top Songs - Turkey,BLOK3,VUR,76,new school turkce rap,0.355,0.613,0.566,2e-05,0.697,2Nt4eocAv9wi1vHshhSdpF
8,Top Songs - Turkey,cakal,Diyardan Diyara,76,turkce drill,0.052,0.789,0.703,0.00377,0.191,7Ebb2WheOGGauCH2wuQB55
9,Top Songs - Turkey,Motive,RANDEVU,69,turkish trap,0.375,0.689,0.62,0.000296,0.233,4dNXz1K0QBtcIoeoqnJw0m
10,Top Songs - Turkey,Mert Demir,Antidepresan,78,turkish alt pop,0.0297,0.7,0.589,1.4e-05,0.915,4OH5Cd8ZOI1eSgJSC9PYmU
1,Top Songs - Denmark,TopGunn,For Altid,66,danish pop,0.103,0.575,0.561,0.0,0.901,0twnZu2JhBywPQBOX92gSl
2,Top Songs - Denmark,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
3,Top Songs - Denmark,D1MA,MOONLIGHT,61,danish pop,0.566,0.714,0.492,0.0,0.557,6q0sZFMvdZiInjkGZglRlu
4,Top Songs - Denmark,Lamin,RTW,61,danish pop,0.266,0.672,0.683,0.0,0.543,4kvTPJZYo4qkxtEfTURoxY
5,Top Songs - Denmark,Blæst,All In (feat. Lamin),61,danish pop,0.239,0.67,0.727,0.0,0.695,5PIiJ3kodpPftCM6alodDE
6,Top Songs - Denmark,Stepz,Spørgsmål (feat. Gilli & Lamin),52,danish pop,0.0951,0.639,0.64,0.0,0.835,54U7i6gFHvyk8y4j8gTTor
7,Top Songs - Denmark,The Weeknd,Die For You (with Ariana Grande) - Remix,67,canadian contemporary r&b,0.227,0.575,0.5,0.0,0.506,4W4fNrZYkobj539TOWsLO2
8,Top Songs - Denmark,Gilli,Verden Vågner (feat. Saveus),62,danish hip hop,0.371,0.565,0.764,0.00192,0.734,2rfl7SRwfel3gNhXBmL60u
9,Top Songs - Denmark,Stepz,Jet Li (feat. Benny Jamz),54,danish pop,0.0772,0.944,0.475,0.00289,0.316,4Kwem7PKNogrUOYlAHIbFY
10,Top Songs - Denmark,Gobs,Tro På Kærlighed,61,danish pop,0.129,0.708,0.77,0.0,0.545,6UMdjOGgEJE1khAnrGJk2k
1,Top Songs - Netherlands,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
2,Top Songs - Netherlands,Maan,Stiekem,69,dutch pop,0.0156,0.748,0.579,1.37e-05,0.625,4fWyBvLIPO68D2Ff87t1em
3,Top Songs - Netherlands,Maks,Dyscalculie,68,None,0.314,0.812,0.724,3.39e-06,0.707,0LNT7X2PU2gg8vpMZHC37n
4,Top Songs - Netherlands,Claude,Ladada (Mon Dernier Mot),73,None,0.51,0.755,0.569,1.77e-05,0.708,0LVjBdjZvJykxed42ExTLf
5,Top Songs - Netherlands,Zoë Tauran,Therapie,72,dutch pop,0.0498,0.636,0.603,0.0,0.404,323zcUSa2qrq0aUAwL30sT
6,Top Songs - Netherlands,Kevin,Kipstraat,66,dutch hip hop,0.0948,0.647,0.486,0.000807,0.417,0pprNYhVAk7SFtVLtEnyfC
7,Top Songs - Netherlands,FLEMMING,Paracetamollen,47,dutch pop,0.139,0.464,0.588,0.0,0.28,50vXZhuyOfXaEkG3jVacmd
8,Top Songs - Netherlands,Boef,Herinnering,65,dutch hip hop,0.348,0.72,0.554,0.0,0.27,2c04RWBdaPi7OTakLMwy20
9,Top Songs - Netherlands,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),95,rap,0.417,0.715,0.62,0.0,0.172,2dHHgzDwk4BJdRwy9uXhTO
10,Top Songs - Netherlands,The Weeknd,Die For You (with Ariana Grande) - Remix,67,canadian contemporary r&b,0.227,0.575,0.5,0.0,0.506,4W4fNrZYkobj539TOWsLO2
1,Top Songs - South Africa,2Point1,Stimela,61,None,0.00617,0.799,0.622,0.000139,0.785,0AY3sNqV7qAdAZ8j6TRVBd
2,Top Songs - South Africa,Tyler ICU,"NGIMOJA (feat. Khanyisa, Tumelo_za & Tyrondee)",60,amapiano,0.00643,0.879,0.315,0.249,0.371,51fIDcNGiIp7pxHCCN5QaL
3,Top Songs - South Africa,Pcee,"Kilimanjaro (feat. Justin99, Mema_Percent & Mr JazziQ)",59,None,0.00585,0.807,0.474,0.00161,0.664,4aAxUQUNTtBhDgDcyCfXUu
4,Top Songs - South Africa,Soa mattrix,Mina Nawe,62,afro soul,0.0202,0.875,0.871,0.236,0.779,1y5eHXBYiLgNv00KoHXm4o
5,Top Songs - South Africa,Aymos,Fatela,61,afro soul,0.0139,0.875,0.36,0.000377,0.407,58u8z6ia8GTm9yZlkmtCtV
6,Top Songs - South Africa,AKA,Company,56,afro soul,0.0522,0.925,0.551,0.00319,0.614,1nYOtsnFaAUQOZndulgzNb
7,Top Songs - South Africa,Libianca,People,88,None,0.551,0.573,0.422,1.31e-05,0.693,26b3oVLrRUaaybJulow9kz
8,Top Songs - South Africa,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
9,Top Songs - South Africa,Ayra Starr,Rush,77,None,0.0369,0.792,0.503,0.00057,0.381,1xs8bOvm3IzEYmcLJVOc34
10,Top Songs - South Africa,PinkPantheress,Boy's a liar Pt. 2,95,None,0.252,0.696,0.809,0.000128,0.857,6AQbmUe0Qwf5PZnt4HmTXv
1,Top Songs - Guatemala,KAROL G,TQG,95,reggaeton,0.673,0.72,0.63,0.0,0.607,0DWdj2oZMBFSzRsi2Cvfzf
2,Top Songs - Guatemala,Natanael Cano,AMG,90,corrido,0.152,0.772,0.73,0.000107,0.786,1lRtH4FszTrwwlK5gTSbXO
3,Top Songs - Guatemala,Yandel,Yandel 150,87,latin hip hop,0.0492,0.783,0.729,0.000272,0.58,4FAKtPVycI4DxoOHC01YqD
4,Top Songs - Guatemala,Peso Pluma,PRC,90,sad sierreno,0.0965,0.784,0.826,7.09e-05,0.893,2mpoNBkngUEwnaKoBhZ0vl
5,Top Songs - Guatemala,Carin Leon,Que Vuelvas,89,corrido,0.187,0.491,0.643,0.0,0.779,6Um358vY92UBv5DloTRX9L
6,Top Songs - Guatemala,Cartel De Santa,Shorty Party,87,latin hip hop,0.328,0.928,0.468,4.27e-06,0.47,55ZATsjPlTeSTNJOuW90pW
7,Top Songs - Guatemala,Fuerza Regida,Bebe Dame,81,corrido,0.299,0.529,0.602,0.0,0.756,0IKeDy5bT9G0bA7ZixRT4A
8,Top Songs - Guatemala,Ozuna,Hey Mor,90,puerto rican pop,0.00302,0.901,0.589,0.000237,0.399,1zsPaEkglFvxjAhrM8yhpr
9,Top Songs - Guatemala,Feid,Feliz Cumpleaños Ferxxo,87,colombian pop,0.0863,0.865,0.573,0.0,0.563,2CeKVsFFXG4QzA415QygGb
10,Top Songs - Guatemala,Manuel Turizo,La Bachata,93,colombian pop,0.583,0.835,0.679,1.98e-06,0.85,5ww2BF9slyYgNOk37BlC4u
1,Top Songs - Singapore,NewJeans,OMG,92,k-pop,0.357,0.804,0.771,3.07e-06,0.739,65FftemJ1DbbZ45DUfHJXE
2,Top Songs - Singapore,The Weeknd,Die For You (with Ariana Grande) - Remix,67,canadian contemporary r&b,0.227,0.575,0.5,0.0,0.506,4W4fNrZYkobj539TOWsLO2
3,Top Songs - Singapore,SZA,Kill Bill,93,pop,0.0521,0.644,0.735,0.144,0.418,1Qrg8KqiBpW07V7PNxwwwL
4,Top Songs - Singapore,NewJeans,Ditto,90,k-pop,0.027,0.814,0.641,0.0,0.183,3r8RuvgbX9s7ammBn07D3W
5,Top Songs - Singapore,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
6,Top Songs - Singapore,Ronghao Li,烏梅子醬,65,chinese singer-songwriter,0.502,0.484,0.546,0.0,0.333,4p9jbhD6N7HpuECGusu6iT
7,Top Songs - Singapore,FIFTY FIFTY,Cupid,79,k-pop,0.652,0.77,0.661,0.0,0.943,4dKa5ZzlGqUy3Wo0yaXKNI
8,Top Songs - Singapore,FIFTY FIFTY,Cupid - Twin Ver.,79,k-pop,0.428,0.782,0.587,1.85e-06,0.76,3Kw7zkALCVxY4wmlnh2IWC
9,Top Songs - Singapore,PinkPantheress,Boy's a liar Pt. 2,95,None,0.252,0.696,0.809,0.000128,0.857,6AQbmUe0Qwf5PZnt4HmTXv
10,Top Songs - Singapore,JVKE,golden hour,88,modern indie pop,0.653,0.515,0.593,0.162,0.153,5odlY52u43F5BjByhxg7wg
1,Top Songs - Norway,UNDERGRUNN,Klikk,63,norwegian pop,0.18,0.93,0.83,0.0,0.944,660mpcWbLmQ8lH5Mq59Wfk
2,Top Songs - Norway,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
3,Top Songs - Norway,Emma Steinbakken,Floden,70,norwegian pop,0.245,0.367,0.438,4.97e-05,0.142,6TYFXyFTDZ6qwFPuBJfWpK
4,Top Songs - Norway,Emma Steinbakken,Delilah,68,norwegian pop,0.281,0.611,0.578,0.0,0.431,5WnH3XfHwtR7KH7KfVUDqe
5,Top Songs - Norway,Loreen,Tattoo,80,electropop,0.243,0.545,0.779,1.66e-06,0.303,1DmW5Ep6ywYwxc2HMT5BG6
6,Top Songs - Norway,Alessandra,Queen of Kings,78,None,0.0696,0.563,0.908,0.0,0.171,14LdhxElpZS0rKVV4nxtdA
7,Top Songs - Norway,Ramón,tjueto (demo),58,norwegian indie,0.824,0.686,0.253,0.0,0.354,7kSxVn8HvKeHwW3o7W0M2S
8,Top Songs - Norway,The Weeknd,Die For You (with Ariana Grande) - Remix,67,canadian contemporary r&b,0.227,0.575,0.5,0.0,0.506,4W4fNrZYkobj539TOWsLO2
9,Top Songs - Norway,Isah,Mysteriet deg,64,norwegian pop,0.554,0.682,0.498,0.0,0.483,206hc217vGSSv4W6d3FF3R
10,Top Songs - Norway,Roc Boyz,Seriøs (feat. Amara),61,norwegian pop,0.034,0.638,0.613,0.0,0.486,1sEYjmfPxDMS0tRxEqbWTy
1,Top Songs - Finland,Costi,Maailman ympäri,66,finnish hip hop,0.103,0.718,0.676,0.159,0.611,0Md23O27tBkiiuzsCTetpl
2,Top Songs - Finland,Käärijä,Cha Cha Cha,72,finnish dance pop,0.00207,0.718,0.791,0.00292,0.743,5RX8T3EoTuXcybAxe6oPAw
3,Top Songs - Finland,KUUMAA,Ylivoimainen,68,finnish dance pop,0.0417,0.587,0.759,0.0,0.687,0tNhrnTkLSMUkql3iTCgW4
4,Top Songs - Finland,Isac Elliot,Kaks,59,finnish dance pop,0.0696,0.756,0.597,0.00298,0.797,2dMNnJmCuOuokPJ9cUB2qC
5,Top Songs - Finland,KUUMAA,Tulipalo,64,finnish dance pop,0.248,0.739,0.678,1.21e-05,0.581,0lPrY8sXUen0bqga0BIeWa
6,Top Songs - Finland,Loreen,Tattoo,80,electropop,0.243,0.545,0.779,1.66e-06,0.303,1DmW5Ep6ywYwxc2HMT5BG6
7,Top Songs - Finland,ibe,shoppaa,61,finnish dance pop,0.0528,0.756,0.603,0.000395,0.808,2q4XiGEHnERJ428M3LyMQA
8,Top Songs - Finland,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
9,Top Songs - Finland,Turisti,Uudestaan,60,finnish drill,0.0284,0.737,0.752,1.13e-05,0.564,6t8EkW44VBwXPzzCFrCUvO
10,Top Songs - Finland,Gettomasa,Vastustamaton,62,finnish dance pop,0.324,0.613,0.737,0.0,0.484,12zIIWVV5guPmsV7yQGsOM
1,Top Songs - Czech Republic,Calin,Safír,71,czsk emo rap,0.0737,0.711,0.578,0.0,0.448,1tpWtFdAuY9chjl5YhzsTP
2,Top Songs - Czech Republic,STEIN27,Habibi,65,czech hip hop,0.0021,0.706,0.65,1.32e-05,0.749,5FXDsBtTJRSMmmWhFxhAI0
3,Top Songs - Czech Republic,Calin,Dívej,66,czsk emo rap,0.125,0.647,0.551,1.72e-05,0.29,0Pl0foFNy1vuVgx1NHVjSE
4,Top Songs - Czech Republic,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
5,Top Songs - Czech Republic,Calin,Cikády,63,czsk emo rap,0.0935,0.848,0.537,2.31e-06,0.978,4enbO9cZhJLSZ6Tf21LRnv
6,Top Songs - Czech Republic,Separ,Sunset,60,czsk hip hop,0.237,0.762,0.805,0.0,0.271,4URDQWhb7ylkhuTY2W6hfG
7,Top Songs - Czech Republic,Yzomandias,Novej Svět,58,czech drill,0.0105,0.742,0.73,0.0,0.375,3MmyJIZfTe5abuArcvoJz8
8,Top Songs - Czech Republic,Ektor,Upgrade,55,czech hip hop,0.692,0.819,0.458,5.56e-05,0.526,4o7sNuNNkNVlUombpE3D3F
9,Top Songs - Czech Republic,Calin,Benz,62,czsk emo rap,0.309,0.762,0.742,8.24e-06,0.789,1iOXr3xZSuF62boF7ygB6L
10,Top Songs - Czech Republic,David Guetta,I'm Good (Blue),93,big room,0.00383,0.561,0.965,7.07e-06,0.304,4uUG5RXrOk84mYEfFvj3cK
1,Top Songs - Malaysia,Mahalini,Sial,85,indonesian pop,0.89,0.563,0.431,2.9e-06,0.196,6dXiWwFrcGieqnoLYzPNp5
2,Top Songs - Malaysia,The Weeknd,Die For You (with Ariana Grande) - Remix,67,canadian contemporary r&b,0.227,0.575,0.5,0.0,0.506,4W4fNrZYkobj539TOWsLO2
3,Top Songs - Malaysia,SZA,Kill Bill,93,pop,0.0521,0.644,0.735,0.144,0.418,1Qrg8KqiBpW07V7PNxwwwL
4,Top Songs - Malaysia,NewJeans,OMG,92,k-pop,0.357,0.804,0.771,3.07e-06,0.739,65FftemJ1DbbZ45DUfHJXE
5,Top Songs - Malaysia,Amir Jahari,Hasrat (OST Imaginur),61,malay rap,0.395,0.552,0.25,0.0,0.211,3Q6DYlT649Y1tgyf5We71c
6,Top Songs - Malaysia,NewJeans,Ditto,90,k-pop,0.027,0.814,0.641,0.0,0.183,3r8RuvgbX9s7ammBn07D3W
7,Top Songs - Malaysia,d4vd,Here With Me,92,bedroom pop,0.534,0.574,0.469,9.21e-05,0.288,78Sw5GDo6AlGwTwanjXbGh
8,Top Songs - Malaysia,Awdella,Tertawan Hati,81,indonesian pop,0.661,0.319,0.432,0.0,0.244,3i0h88q1HBtbdIg2bPxs54
9,Top Songs - Malaysia,JVKE,golden hour,88,modern indie pop,0.653,0.515,0.593,0.162,0.153,5odlY52u43F5BjByhxg7wg
10,Top Songs - Malaysia,Dalia Farhana,Langit Yang Sama,63,None,0.807,0.626,0.394,0.0,0.341,2CJvBRL5ZevYir3mbFdcm6
1,Top Songs - Saudi Arabia,PinkPantheress,Boy's a liar Pt. 2,95,None,0.252,0.696,0.809,0.000128,0.857,6AQbmUe0Qwf5PZnt4HmTXv
2,Top Songs - Saudi Arabia,SZA,Kill Bill,93,pop,0.0521,0.644,0.735,0.144,0.418,1Qrg8KqiBpW07V7PNxwwwL
3,Top Songs - Saudi Arabia,Mohammed Saeed,Alo Aleky,68,egyptian alternative,0.921,0.671,0.41,0.00181,0.51,0zzrAsIPYKENTWOwZqYjYp
4,Top Songs - Saudi Arabia,Adele,Set Fire to the Rain,40,british soul,0.00408,0.603,0.67,1.68e-06,0.446,7j4OmvkjRz0PrjFADlHfQx
5,Top Songs - Saudi Arabia,The Weeknd,Die For You (with Ariana Grande) - Remix,67,canadian contemporary r&b,0.227,0.575,0.5,0.0,0.506,4W4fNrZYkobj539TOWsLO2
6,Top Songs - Saudi Arabia,INTERWORLD,METAMORPHOSIS,87,None,0.426,0.593,0.641,0.901,0.147,2ksyzVfU0WJoBpu8otr4pz
7,Top Songs - Saudi Arabia,Tom Odell,Another Love,61,chill pop,0.717,0.442,0.538,2.95e-05,0.139,7jtQIBanIiJOMS6RyCx6jZ
8,Top Songs - Saudi Arabia,Juice WRLD,All Girls Are The Same,84,chicago rap,0.0769,0.671,0.529,0.000335,0.203,4VXIryQMWpIdGgYR4TrjT1
9,Top Songs - Saudi Arabia,Eminem,Mockingbird,90,detroit hip hop,0.209,0.637,0.678,0.0,0.254,561jH07mF1jHuk7KlaeF0s
10,Top Songs - Saudi Arabia,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
1,Top Songs - Romania,Tzanca Uraganu,"Trotinete - From ""Romina VTM"" The Movie",60,manele,0.344,0.867,0.933,3.83e-05,0.9,1cr9iS5IDEcrxNrRszr6wr
2,Top Songs - Romania,rares,"La tine și la bani - From ""Romina VTM"" The Movie",59,romanian pop,0.359,0.644,0.696,0.0,0.65,2BsJFgVnk4FYTyzyovwQ5A
3,Top Songs - Romania,Ian,Timeout,56,romanian trap,0.266,0.88,0.797,0.0444,0.332,09Ylu166NCvXW8ZY4lA39W
4,Top Songs - Romania,Tzanca Uraganu,Havana,59,manele,0.349,0.895,0.578,0.000556,0.515,4i9Ul89UPf5YPppdOspCH6
5,Top Songs - Romania,Tzanca Uraganu,Alo baza baza,55,manele,0.0789,0.861,0.669,0.00109,0.892,1KDSdCDKLSVJNREpp7OICq
6,Top Songs - Romania,Iuly Neamtu,"Lalele mentolate - From ""Romina VTM"" The Movie",57,manele,0.649,0.844,0.759,0.0074,0.713,7jOlpikiyyYEpPGeJQdcnM
7,Top Songs - Romania,Jador,Skinny,55,manele,0.39,0.757,0.8,0.0,0.896,0PrEHlFBgEsAxwJ3oKgxX3
8,Top Songs - Romania,Stefan Costea,Lipsa Ta,52,None,0.594,0.722,0.518,0.0,0.483,2Vvb9PCb8Sg6nwjvzb0Kwo
9,Top Songs - Romania,AlbertNbn,Terorist,54,romanian trap,0.144,0.876,0.83,0.000318,0.351,043xuu25Tey8erikkqAoIT
10,Top Songs - Romania,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
1,Top Songs - Hungary,Azahriah,szosziazi,62,hungarian pop,0.135,0.771,0.615,0.000587,0.406,4bHXbXDT0p9exqBsW49fDo
2,Top Songs - Hungary,Azahriah,Introvertált dal,63,hungarian pop,0.126,0.652,0.815,0.0,0.823,2SoIhnJXdHp8oo0w9pktub
3,Top Songs - Hungary,Azahriah,four moods,60,hungarian pop,0.37,0.538,0.669,1.06e-06,0.198,1o0TkBcMTkkOg1KUeB4riK
4,Top Songs - Hungary,Beton.Hofi,BAGIRA,58,hungarian pop,0.194,0.678,0.825,0.0,0.51,18DVypBkvcJtVFzQr5Ly7J
5,Top Songs - Hungary,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
6,Top Songs - Hungary,DESH,Papa,59,hungarian hip hop,0.382,0.833,0.722,9.92e-05,0.425,3XKdJfbBwnxUnn5tdaJoYL
7,Top Songs - Hungary,KKevin,Csavargó,60,hungarian hip hop,0.322,0.848,0.694,0.0,0.626,1jI95q1ZSLZuVNdOMwaoUL
8,Top Songs - Hungary,Azahriah,Pullup,57,hungarian pop,0.106,0.726,0.632,0.0,0.289,6Rc6C6S4lgT5j1OekgI155
9,Top Songs - Hungary,T. Danny,Szeretsz-e,55,hungarian hip hop,0.492,0.95,0.249,0.0,0.311,19VmOgLl88ZWU6WXgatfEM
10,Top Songs - Hungary,Manuel,Toxic,52,hungarian pop,0.197,0.649,0.895,1.96e-06,0.838,1WMymP7Mj6GrI2VReJFSJD
1,Top Songs - Panama,KAROL G,TQG,95,reggaeton,0.673,0.72,0.63,0.0,0.607,0DWdj2oZMBFSzRsi2Cvfzf
2,Top Songs - Panama,Yandel,Yandel 150,87,latin hip hop,0.0492,0.783,0.729,0.000272,0.58,4FAKtPVycI4DxoOHC01YqD
3,Top Songs - Panama,Ozuna,Hey Mor,90,puerto rican pop,0.00302,0.901,0.589,0.000237,0.399,1zsPaEkglFvxjAhrM8yhpr
4,Top Songs - Panama,Feid,Feliz Cumpleaños Ferxxo,87,colombian pop,0.0863,0.865,0.573,0.0,0.563,2CeKVsFFXG4QzA415QygGb
5,Top Songs - Panama,Feid,CHORRITO PA LAS ANIMAS,89,colombian pop,0.114,0.743,0.831,6.43e-05,0.609,0CYTGMBYkwUxrj1MWDLrC5
6,Top Songs - Panama,Manuel Turizo,La Bachata,93,colombian pop,0.583,0.835,0.679,1.98e-06,0.85,5ww2BF9slyYgNOk37BlC4u
7,Top Songs - Panama,Feid,Normal,83,colombian pop,0.034,0.709,0.56,0.0,0.541,0T2pB7P1VdXPhLdQZ488uH
8,Top Songs - Panama,BARBEL,Casaya,55,panamanian pop,0.402,0.751,0.617,0.0,0.387,4iRHjxLojZsyclcODm5NOv
9,Top Songs - Panama,KAROL G,X SI VOLVEMOS,84,reggaeton,0.334,0.794,0.807,0.0,0.575,4NoOME4Dhf4xgxbHDT7VGe
10,Top Songs - Panama,KAROL G,MIENTRAS ME CURO DEL CORA,86,reggaeton,0.855,0.523,0.477,0.0,0.57,6otePxalBK8AVa20xhZYVQ
1,Top Songs - New Zealand,PinkPantheress,Boy's a liar Pt. 2,95,None,0.252,0.696,0.809,0.000128,0.857,6AQbmUe0Qwf5PZnt4HmTXv
2,Top Songs - New Zealand,Miley Cyrus,Flowers,82,pop,0.0632,0.707,0.681,5.15e-06,0.646,4DHcnVTT87F0zZhRPYmZ3B
3,Top Songs - New Zealand,SZA,Kill Bill,93,pop,0.0521,0.644,0.735,0.144,0.418,1Qrg8KqiBpW07V7PNxwwwL
4,Top Songs - New Zealand,The Weeknd,Die For You (with Ariana Grande) - Remix,67,canadian contemporary r&b,0.227,0.575,0.5,0.0,0.506,4W4fNrZYkobj539TOWsLO2
5,Top Songs - New Zealand,Morgan Wallen,Last Night,83,contemporary country,0.467,0.492,0.675,0.0,0.478,7K3BhSpAxZBznislvUMVtn
6,Top Songs - New Zealand,Harry Styles,As It Was,90,pop,0.342,0.52,0.731,0.00101,0.662,4Dvkj6JhhA12EX05fT7y2e
7,Top Songs - New Zealand,Coi Leray,Players,90,new jersey underground rap,0.03,0.954,0.516,7.54e-06,0.624,6UN73IYd0hZxLi8wFPMQij
8,Top Songs - New Zealand,Miguel,Sure Thing,91,dance pop,0.0267,0.684,0.607,0.000307,0.498,0JXXNGljqupsJaZsgSbMZV
9,Top Songs - New Zealand,Libianca,People,88,None,0.551,0.573,0.422,1.31e-05,0.693,26b3oVLrRUaaybJulow9kz
10,Top Songs - New Zealand,RAYE,Escapism.,79,dance pop,0.138,0.538,0.742,4.67e-05,0.25,5mHdCZtVyb4DcJw8799hZp
